0.024814608	-0.041104596	0.035696004	-0.027344134	-0.004875863	-0.08093147	0.010436988	0.028911524	-0.005738545	0.033851523	-0.004343024	0.04323291	0.0135307	-0.012138266	0.030777454	0.019913107
-0.069945514	-0.11935388	0.008110987	0.019967772	0.04866292	-0.034186747	-0.012247504	0.03552834	-0.053410817	0.026418325	-0.032810044	0.08587522	0.025585357	0.021537777	0.07187445	-0.034497187
0.009989267	-0.086094305	-0.010893781	0.05251196	0.040012505	0.0036121297	0.013803644	-0.0034870596	-0.09613349	0.06642456	-0.0062603117	0.070211105	0.049408544	-0.0686277	-0.012763018	0.03332999
0.029605769	-0.050546132	0.06089202	0.013968875	0.030153507	-0.08459939	-0.028785493	0.03216533	-0.102334134	0.07323603	-0.02291688	0.062460314	0.07934303	-0.04352164	0.0024336998	-0.022216365
0.04294194	-0.019206092	-0.026009455	0.052323323	-0.035170965	-0.010119517	-0.012960287	0.052316282	-0.0014301502	0.034201987	0.044153966	0.05649536	0.030972784	0.044884734	0.059504192	-0.0025969232
0.062245607	-0.030348327	0.047048904	-0.013794041	-0.031733584	-0.06530975	-0.0529792	0.028561523	-0.06791751	0.02573472	-0.045591574	0.051493872	-0.013573953	0.024781264	0.019713279	-0.08281516
0.013746953	-0.14809942	0.025935214	0.05658129	-0.048208807	-0.0012767587	-0.008646691	0.037318066	-0.046094567	0.04877334	0.045119014	0.08953478	0.087518275	-0.03438412	0.05932023	0.016962782
-0.020377617	-0.07873936	0.09417836	-0.015574671	-0.011694974	-0.04897478	-0.026863253	0.048147988	0.0010460988	-0.0056302734	-0.0013608503	0.08788211	0.033647634	-0.034719694	-0.017763928	-0.06532426
0.00494439	-0.123077795	0.009833571	-0.013046108	-0.03478867	-0.002286842	0.0070299925	0.0341816	-0.08336014	0.06949798	0.0093584955	0.023054628	0.053339366	-0.033957563	0.022057943	-0.02392713
-0.014742986	-0.04973555	0.008133496	0.030204516	0.016078435	-0.01339611	-0.047384303	-0.06617587	-0.03219681	-0.013530169	0.0061744526	0.11349395	0.045722634	0.03272714	0.06315212	0.033055853
0.030730128	-0.08505952	0.08234427	0.041516755	0.015982987	0.0065775774	-0.03495628	0.021738928	-0.017934741	-0.008142247	0.03081677	0.031864077	-0.03747394	0.101112835	0.07216131	-0.0468468
